country_alpha_3_code,country,partner_management,partner_management_justification,hbv_screening_for_hbsag,hbv_screening_for_hbsag_justification,vaccination_for_hbv,vaccination_for_hbv_justification,vaccination_for_hpv,vaccination_for_hpv_justification,syphilis_screening,syphilis_screening_justification,ng_screening,ng_screening_justification,ct_screening,ct_screening_justification
CHE,Switzerland,no,Justification not provided,yes,"fcsh-recommendations-prep-hiv (1).pdf: Page 2, 'Before PrEP is prescribed' section: 'Exclusion of hepatitis B infection based on HBsAg and ALT'; 'Additional laboratory investigations: serology tests for hepatitis A, B and C'",yes,"fcsh-recommendations-prep-hiv (1).pdf: Page 2, 'Before PrEP is prescribed' section: 'Hepatitis A and B vaccination if the patient is not immune'",no,Justification not provided,yes,"fcsh-recommendations-prep-hiv (1).pdf: Page 2, 'Before PrEP is prescribed' section: 'Additional laboratory investigations: serology tests for... syphilis'; Page 2, 'Every 3 months' section: 'Syphilis serology'",yes,"fcsh-recommendations-prep-hiv (1).pdf: Page 2, 'Before PrEP is prescribed' section: 'Anal, oral and urethral (vaginal) smears for C. trachomatis and N. gonorrhoeae'; Page 2, 'Every 3 months' section: 'Anal, oral and urethral (vaginal) smears for C. trachomatis and N. gonorrhoeae'",yes,"fcsh-recommendations-prep-hiv (1).pdf: Page 2, 'Before PrEP is prescribed' section: 'Anal, oral and urethral (vaginal) smears for C. trachomatis and N. gonorrhoeae'; Page 2, 'Every 3 months' section: 'Anal, oral and urethral (vaginal) smears for C. trachomatis and N. gonorrhoeae'"
TJK,Republic of Tajikistan,no,Justification not provided,yes,"TJK PrEP Guidelines ENG.pdf: Page 14, section 3.7: 'It is also recommended to test individuals receiving PrEP for hepatitis B virus surface antigen (HBsAg).'; Page 18, section IV: 'serological testing for HIV and viral hepatitis B and C.'",yes,"TJK PrEP Guidelines ENG.pdf: Page 14, section 3.7: 'In cases where HBsAg is not detected and there is no information about vaccination in the past, clients are advised to vaccination against hepatitis B'",no,Justification not provided,ERR: yes (REF: no),"TJK PrEP Guidelines ENG.pdf: Page 7, section I: 'PrEP should be included in the package of services for prevention, which includes screening for STIs and their treatment...' and 'PrEP does not protect against syphilis...'",ERR: yes (REF: no),"TJK PrEP Guidelines ENG.pdf: Page 7, section I: 'PrEP should be included in the package of services for prevention, which includes screening for STIs and their treatment...' and 'PrEP does not protect against... gonorrhea...'",ERR: yes (REF: no),"TJK PrEP Guidelines ENG.pdf: Page 7, section I: 'PrEP should be included in the package of services for prevention, which includes screening for STIs and their treatment...' and 'PrEP does not protect against... chlamydia...'"
THA,Thailand,ERR: no (REF: yes),"thailand_national_guidelines_for_pre-exposure_prophylaxis_prep_2021_chapters_1-2.pdf: Partner management is mentioned for HIV discordant couples, but not specifically for other STIs (excluding HIV) in the context of PrEP services in the provided text.",yes,"thailand_national_guidelines_for_pre-exposure_prophylaxis_prep_2021_chapters_1-2.pdf: Page 13, Table 1.1 'Laboratory examination' mentions 'hepatitis B at Month 0'; 'Minimum laboratory examination' mentions 'Monitoring of hepatitis B (HBsAg)'.",ERR: no (REF: yes),"thailand_national_guidelines_for_pre-exposure_prophylaxis_prep_2021_chapters_1-2.pdf: The document mentions 'vaccination recommended for Hepatitis C' (Page 13, Table 1.1) but does not explicitly recommend vaccination for Hepatitis B.",ERR: no (REF: yes),Justification not provided,yes,"thailand_national_guidelines_for_pre-exposure_prophylaxis_prep_2021_chapters_1-2.pdf: Page 13, Table 1.1 'Laboratory examination' mentions 'Syphilis ... at Month 0, every 3-6 months'.",yes,"thailand_national_guidelines_for_pre-exposure_prophylaxis_prep_2021_chapters_1-2.pdf: Page 13, Table 1.1 'Laboratory examination' mentions 'gonorrhea ... at Month 0, every 3-6 months'.",yes,"thailand_national_guidelines_for_pre-exposure_prophylaxis_prep_2021_chapters_1-2.pdf: Page 13, Table 1.1 'Laboratory examination' mentions 'chlamydia ... at Month 0, every 3-6 months'."
GBR,United Kingdom,no,"2018-PrEP-Guidelines.pdf: The document mentions intimate partner/domestic violence in the context of sexual health autonomy (Page 52, Table 5.1.1), but not partner management specifically related to STI diagnosis or treatment for a sexual partner of a person diagnosed with an STI (excluding HIV). No explicit mention of contact tracing or partner services for STIs was found.",yes,"2018-PrEP-Guidelines.pdf: Page 12, Recommendation 24: 'We recommend that baseline screening for hepatitis B should be undertaken in those of unknown hepatitis B status to exclude active hepatitis B infection... (1A).'; Page 79, Table 7.5.1: 'Hepatitis B (+ vaccination if non-immune)' is listed for baseline and every subsequent 3 months.",yes,"2018-PrEP-Guidelines.pdf: Page 12, Recommendation 24: '...vaccination initiated in those who are non-immune. (1A).'; Page 67, Section 6.4.6: 'HBV vaccination should be offered as per current guidelines'.",no,Justification not provided,yes,"2018-PrEP-Guidelines.pdf: Page 12, Recommendation 28: 'We recommend a full STI screen at baseline including syphilis serology... (1A).'; Page 13, Recommendation 40: 'We recommend 3-monthly screening for bacterial STIs (chlamydia, gonorrhoea and syphilis)... (1B).'; Page 79, Table 7.5.1: 'STI screen' is listed for baseline and every subsequent 3 months, with '3-monthly' frequency.",yes,"2018-PrEP-Guidelines.pdf: Page 12, Recommendation 28: '...NAAT testing for gonococcal and chlamydial infection at sites of exposure (genital, rectal, pharyngeal). (1A).'; Page 13, Recommendation 40: 'We recommend 3-monthly screening for bacterial STIs (chlamydia, gonorrhoea and syphilis)... (1B).'; Page 79, Table 7.5.1: 'STI screen' is listed for baseline and every subsequent 3 months, with '3-monthly' frequency.",yes,"2018-PrEP-Guidelines.pdf: Page 12, Recommendation 28: '...NAAT testing for gonococcal and chlamydial infection at sites of exposure (genital, rectal, pharyngeal). (1A).'; Page 13, Recommendation 40: 'We recommend 3-monthly screening for bacterial STIs (chlamydia, gonorrhoea and syphilis)... (1B).'; Page 79, Table 7.5.1: 'STI screen' is listed for baseline and every subsequent 3 months, with '3-monthly' frequency."
USA,United States,yes,"PrEPguideline2021_PublicCommentDraft.pdf: Page 32, Section: LABORATORY TESTS FOR PATIENTS BEING CONSIDERED FOR ORAL PREP, last paragraph: 'Heterosexually-active men and women being evaluated for, or being prescribed PrEP, in whom gonorrhea or chlamydia infection is detected, should be offered expedited partner therapy (EPT)... Patients with syphilis or HIV diagnosed should be referred for partner services.'",yes,"PrEPguideline2021_PublicCommentDraft.pdf: Page 33, Section: TESTING FOR INFECTION WITH HEPATITIS B VIRUS (HBV): 'Ideally, prior to prescribing PrEP, patients should be screened for HBV...'; Page 43, Table 5: 'Hep B serology: Screening/Baseline Visit (X)'",yes,"PrEPguideline2021_PublicCommentDraft.pdf: Page 34, first paragraph: 'Patients who are not immune and do not have HBV infection should be vaccinated.'; Page 62, Table 8: 'Hepatitis B vaccine (Yes)'",yes,"PrEPguideline2021_PublicCommentDraft.pdf: Page 62, Table 8: 'HPV vaccine (Through age 26)'",yes,"PrEPguideline2021_PublicCommentDraft.pdf: Page 16, Table 1a: 'Bacterial STI screening for MSM and transgender women who have sex with men... Bacterial STI screening for all sexually-active patients...'; Footnote 2 on Page 17 specifies 'syphilis'; Page 31, Section: TESTING FOR SEXUALLY TRANSMITTED INFECTIONS: 'Tests to screen for syphilis are recommended for all adults prescribed PrEP, both at screening and at semi-annual visits.'; Page 43, Table 5: 'Syphilis: Screening/Baseline Visit (X), Q 3 months (X for MSM /TGW), Q 6 months (X), When stopping PrEP (X for MSM/TGW)'",yes,"PrEPguideline2021_PublicCommentDraft.pdf: Page 16, Table 1a: 'Bacterial STI screening for MSM and transgender women who have sex with men... Bacterial STI screening for all sexually-active patients...'; Footnote 2 on Page 17 specifies 'Gonorrhea'; Page 31, Section: TESTING FOR SEXUALLY TRANSMITTED INFECTIONS: 'Tests to screen for gonorrhea are recommended for all sexually active adults prescribed PrEP, both at screening, for MSM at quarterly visits, and for women at semi-annual visits.'; Page 43, Table 5: 'Gonorrhea: Screening/Baseline Visit (X), Q 3 months (X for MSM /TGW), Q 6 months (X), When stopping PrEP (X for MSM/TGW)'",yes,"PrEPguideline2021_PublicCommentDraft.pdf: Page 16, Table 1a: 'Bacterial STI screening for MSM and transgender women who have sex with men... Bacterial STI screening for all sexually-active patients... Chlamydia screening for women - vaginal'; Footnote 2 on Page 17 specifies 'chlamydia'; Page 31, Section: TESTING FOR SEXUALLY TRANSMITTED INFECTIONS: 'Tests to screen for chlamydia are recommended for all sexually active MSM prescribed PrEP, both at screening prior to initiation and at quarterly visits.' and 'screening for chlamydia is recommended at initiation and every 12 months for all sexually active women as a component of PrEP care.'; Page 43, Table 5: 'Chlamydia: Screening/Baseline Visit (X), Q 3 months (X for MSM /TGW), Q 6 months (X), Q 12 months (X for women), When stopping PrEP (X for MSM/TGW)'"
UGA,Uganda,no,"consolidated_guidelines_hiv_prevention_uganda.pdf: The document discusses partner management in the context of HIV status disclosure and testing for HIV-discordant couples (e.g., Page 37, Table 12; Page 40, Table 14), and general risk reduction (Page 30, Table 8). However, it does not explicitly mention partner(s) testing, treatment, or management for STIs (excluding HIV) specifically for PrEP users.",yes,"consolidated_guidelines_hiv_prevention_uganda.pdf: Page 30, Table 8, 'Screening for PrEP eligibility' section states: 'Assess for hepatitis B infection: if negative, patient is eligible for PrEP; if positive, refer patient for management'.",no,"consolidated_guidelines_hiv_prevention_uganda.pdf: While HBV vaccination is generally recommended for all people in endemic areas (Page 67, Section 6.5.5), the document does not specifically state it as a recommendation at the initiation or follow-up of PrEP services/use (e.g., in Table 8, which details the PrEP process).",no,"consolidated_guidelines_hiv_prevention_uganda.pdf: HPV vaccination is recommended for young girls and adolescents in general (Page 70, Figure 9; Page 77, Section 6.8.3), but this recommendation is not specifically tied to the initiation or follow-up of PrEP services/use.",no,"consolidated_guidelines_hiv_prevention_uganda.pdf: Page 30, Table 8, 'Follow-up/monitoring clients on PrEP' mentions 'Evaluate the patient for any symptoms of STIs at every visit and treat as needed'. However, it does not specifically mention screening for 'syphilis' or 'Treponema pallidum' by name in the context of PrEP services.",no,"consolidated_guidelines_hiv_prevention_uganda.pdf: Page 30, Table 8, 'Follow-up/monitoring clients on PrEP' mentions 'Evaluate the patient for any symptoms of STIs at every visit and treat as needed'. However, it does not specifically mention screening for 'Neisseria gonorrhoeae' or 'gonorrhoea' by name in the context of PrEP services.",no,"consolidated_guidelines_hiv_prevention_uganda.pdf: Page 30, Table 8, 'Follow-up/monitoring clients on PrEP' mentions 'Evaluate the patient for any symptoms of STIs at every visit and treat as needed'. However, it does not specifically mention screening for 'Chlamydia trachomatis' or 'Chlamydia' by name in the context of PrEP services."
UKR,Ukraine,ERR: yes (REF: no),"UKR HIV Guidelines - Annex 4 ENG.pdf: Page 2, Counselling people before prescribing PrEP, point h: 'assessment of the risk of intimate partner violence'",yes,"UKR HIV Guidelines - Annex 4 ENG.pdf: Page 1, List of examinations before prescribing PrEP Mandatory: 'HBV screening: HBsAg**'",yes,"UKR HIV Guidelines - Annex 4 ENG.pdf: Page 1, List of examinations before prescribing PrEP Mandatory: 'In the absence of HBV markers, vaccination is offered.'",no,Justification not provided,ERR: no (REF: yes),Justification not provided,no,Justification not provided,no,Justification not provided
URY,Uruguay,no,Justification not provided,yes,"Guia_PreProfilaxis_VIH_Uruguay_2020.pdf: Page 12, Table 8, 'Hepatitis B' specifies 'HBsAg, HBsAc, HbcAc' as screening methods.",yes,"Guia_PreProfilaxis_VIH_Uruguay_2020.pdf: Page 9, Table 5, 'Indicación de vacunación de VHB, VHA, VPH según corresponda.'; Page 11, Table 7, 'Chequeo de cumplimiento de indicación de vacunación: VHB, VPH, VHA según corresponda.'",yes,"Guia_PreProfilaxis_VIH_Uruguay_2020.pdf: Page 9, Table 5, 'Indicación de vacunación de VHB, VHA, VPH según corresponda.'; Page 11, Table 7, 'Chequeo de cumplimiento de indicación de vacunación: VHB, VPH, VHA según corresponda.'",yes,"Guia_PreProfilaxis_VIH_Uruguay_2020.pdf: Page 3, 'PrEP e infecciones de transmisión sexual (ITS)' states: 'Tanto en la consulta inicial, como en el seguimiento, se debe realizar testeo y tratamiento de sífilis, Chlamydia y gonorrea.'; Page 12, Table 8, 'Sífilis' specifies 'Test rápido. Con antecedentes de sífilis: VDRL/RPR' as screening methods.",yes,"Guia_PreProfilaxis_VIH_Uruguay_2020.pdf: Page 3, 'PrEP e infecciones de transmisión sexual (ITS)' states: 'Tanto en la consulta inicial, como en el seguimiento, se debe realizar testeo y tratamiento de sífilis, Chlamydia y gonorrea.'; Page 12, Table 8, 'Chlamydia y gonococo' specifies screening methods including 'gonococo'.",yes,"Guia_PreProfilaxis_VIH_Uruguay_2020.pdf: Page 3, 'PrEP e infecciones de transmisión sexual (ITS)' states: 'Tanto en la consulta inicial, como en el seguimiento, se debe realizar testeo y tratamiento de sífilis, Chlamydia y gonorrea.'; Page 12, Table 8, 'Chlamydia y gonococo' specifies screening methods including 'Chlamydia'."
UZB,Uzbekistan,no,"UZB PrEP Guidelines ENG.pdf: No mention of partner(s) testing, treatment, management, services, or contact tracing for STIs (excluding HIV) in the context of one partner having an STI.",yes,"UZB PrEP Guidelines ENG.pdf: Page 4, last paragraph: 'Therefore, before starting PrEP, it is necessary to determine the serological status of HBV'; Page 6, table 'Recommended clinical and laboratory tests before PrEP', row 'Hepatitis B testing': 'A study on HBsAg is necessary.'; Page 7, table 'Recommended examinations during prEP', row 'Serological studies for hepatitis B and C, syphilis': 'Every 6 months.'",yes,"UZB PrEP Guidelines ENG.pdf: Page 6, table 'Recommended clinical and laboratory tests before PrEP', row 'Hepatitis B testing': 'Deciding whether to vaccinate against Hepatitis B in the absence of antibodies to HBsAg'",no,Justification not provided,yes,"UZB PrEP Guidelines ENG.pdf: Page 6, table 'Recommended clinical and laboratory tests before PrEP', row 'STI test': 'serological examination for syphilis.'; Page 7, table 'Recommended examinations during prEP', row 'Serological studies for hepatitis B and C, syphilis': 'Every 6 months'",no,Justification not provided,no,Justification not provided
VNM,Vietnam,no,Justification not provided,yes,"Vietnam National Guidelines for HIV 2017 _EN.pdf: Page 42, Section 10.2, Step 5: 'Perform creatinine test and HbsAg test'",ERR: no (REF: yes),Vietnam National Guidelines for HIV 2017 _EN.pdf: Not mentioned for PrEP users; only for PEP or general HIV-infected populations.,no,Vietnam National Guidelines for HIV 2017 _EN.pdf: Not mentioned for PrEP users; only for general HIV-infected women.,ERR: no (REF: yes),"Vietnam National Guidelines for HIV 2017 _EN.pdf: Page 43, Table 14 mentions 'sexually transmitted infections' screening for PrEP users, but does not specify syphilis.",ERR: no (REF: yes),"Vietnam National Guidelines for HIV 2017 _EN.pdf: Page 43, Table 14 mentions 'sexually transmitted infections' screening for PrEP users, but does not specify Neisseria gonorrhoeae or gonorrhoea.",ERR: no (REF: yes),"Vietnam National Guidelines for HIV 2017 _EN.pdf: Page 43, Table 14 mentions 'sexually transmitted infections' screening for PrEP users, but does not specify Chlamydia trachomatis or Chlamydia."
ZMB,Zambia,no,"NASF 2017 - 2021.pdf: The PrEP section (Page 44) and the STI section (Page 36-37) do not explicitly mention partner testing, treatment, management, services, or contact tracing specifically for STIs (excluding HIV) in the context of PrEP users.",ERR: no (REF: yes),NASF 2017 - 2021.pdf: The document discusses Viral Hepatitis generally (Page 50) and PrEP separately (Page 44). There is no explicit recommendation for HBV or HBsAg screening at initiation or follow-up for PrEP users.,no,NASF 2017 - 2021.pdf: The document discusses Viral Hepatitis generally (Page 50) and PrEP separately (Page 44). There is no explicit recommendation for Hepatitis B vaccination at initiation of PrEP services/use.,no,NASF 2017 - 2021.pdf: The document does not mention Human Papillomavirus (HPV) vaccination in relation to PrEP services/use.,ERR: no (REF: yes),"NASF 2017 - 2021.pdf: The PrEP section (Page 44) mentions integration with sexual and reproductive health services. The STI section (Page 36-37) discusses general STI screening, but there is no explicit recommendation to screen for syphilis or Treponema pallidum at initiation or follow-up of PrEP services/use.",no,"NASF 2017 - 2021.pdf: The PrEP section (Page 44) mentions integration with sexual and reproductive health services. The STI section (Page 36-37) discusses general STI screening, but there is no explicit recommendation to screen for Neisseria gonorrhoeae (NG) or gonorrhoea at initiation or follow-up of PrEP services/use.",no,"NASF 2017 - 2021.pdf: The PrEP section (Page 44) mentions integration with sexual and reproductive health services. The STI section (Page 36-37) discusses general STI screening, but there is no explicit recommendation to screen for Chlamydia trachomatis (CT) or Chlamydia at initiation or follow-up of PrEP services/use."
ZWE,Zimbabwe,no,"Implementation plan for HIV PrEP in Zimbabwe 2018-2020.pdf: The document discusses sero-discordant couples in the context of HIV prevention (Page 8, 9, 17) but does not mention partner testing, treatment, or management specifically for other STIs when one partner has an STI.",yes,"Implementation plan for HIV PrEP in Zimbabwe 2018-2020.pdf: Page 27, Table 5: 'Hepatitis B surface antigen (HBsAg) - At baseline, if available. Rationale: To identify undiagnosed current hepatitis B (HBV) infection.'",yes,"Implementation plan for HIV PrEP in Zimbabwe 2018-2020.pdf: Page 27, Table 5: 'Hepatitis B surface antigen (HBsAg) - Rationale: If negative, consider vaccination against hepatitis B.'",no,Implementation plan for HIV PrEP in Zimbabwe 2018-2020.pdf: Not found.,yes,"Implementation plan for HIV PrEP in Zimbabwe 2018-2020.pdf: Page 27, Table 5: 'Rapid Syphilis Test - At baseline if available. Rationale: To diagnose and treat syphilis infection.'",no,"Implementation plan for HIV PrEP in Zimbabwe 2018-2020.pdf: Not found. The document mentions general 'STI testing' and 'Syndromic STI management' (Page 47, 48) but does not specify screening for Neisseria gonorrhoeae (NG) or gonorrhoea by pathogen.",no,"Implementation plan for HIV PrEP in Zimbabwe 2018-2020.pdf: Not found. The document mentions general 'STI testing' and 'Syndromic STI management' (Page 47, 48) but does not specify screening for Chlamydia trachomatis (CT) or Chlamydia by pathogen."
